Flow_ID,Node_ID,Protocol,Distance_m,RSRP_dBm,SINR_dB,Dur,RunTime,TotPkts,SrcPkts,DstPkts,TotBytes,SrcBytes,DstBytes,sMeanPktSz,dMeanPktSz,Rate,SrcRate,DstRate,Load,sTtl,dTtl,SrcWin,DstWin,TcpRtt,SynAck,AckDat,Offset,Loss,pLoss,Attack_Type,Attack_Tool,Label,Label_Binary
145,UE_1,tcp,146.1,-44.73,49.05,3.454,3.454,68,32,36,46663,5846,40817,182.7,1133.8,19.69,9.26,10.42,108078.75,64,64,65535,65535,0.0392,0.0196,0.0196,429,0,0,Benign,None,Benign,0
3033,UE_7,tcp,413,-59.52,33.64,0.0923,0.0923,458,458,0,18320,18320,0,40,0,4962.08,4962.08,0,1587865.66,128,0,1024,0,0,0,0,0,458,100,SYNFlood,Hping3,Malicious,1
3159,UE_7,tcp,413,-59.96,34.3,0.0749,0.0749,737,737,0,29480,29480,0,40,0,9839.79,9839.79,0,3148731.64,128,0,1024,0,0,0,0,0,737,100,SYNFlood,Hping3,Malicious,1
1256,UE_3,udp,127.5,-41.41,50.18,5.504,5.504,163,81,82,27694,13770,13924,170,169.8,29.61,14.72,14.9,40252.91,64,64,0,0,0,0,0,403,0,0,Benign,None,Benign,0
1945,UE_4,udp,116.4,-40.37,53.06,0.131,0.131,6,4,2,444,319,125,79.8,62.6,45.8,30.53,15.27,27114.5,64,64,0,0,0,0,0,207,0,0,Benign,None,Benign,0
3857,UE_8,udp,403.8,-51.99,40.08,0.533,0.533,2164,2164,0,1943056,1943056,0,897.9,0,4060.04,4060.04,0,29164067.54,64,0,0,0,0,0,0,0,1731,80,UDPFlood,Hping3,Malicious,1
4650,UE_10,tcp,440.7,-53.76,38.39,28.97,28.97,23,11,12,759,279,480,25.4,40,0.79,0.38,0.41,209.6,64,64,512,16384,0.2024,0.1214,0.081,128,0,0,SlowrateDoS,Slowloris,Malicious,1
4932,UE_10,tcp,440.7,-54.13,39.31,48.35,48.35,31,20,11,974,534,440,26.7,40,0.64,0.41,0.23,161.16,64,64,512,16384,0.2005,0.1203,0.0802,128,0,0,SlowrateDoS,Slowloris,Malicious,1
638,UE_2,tcp,235.5,-53.21,41.56,6.726,6.726,499,66,433,585189,7610,577579,115.3,1333.9,74.19,9.81,64.38,696032.11,64,64,131072,131072,0.0255,0.0128,0.0128,423,0,0,Benign,None,Benign,0
1192,UE_3,udp,127.5,-41.25,51.03,2.975,2.975,132,67,65,22917,11223,11694,167.5,179.9,44.37,22.52,21.85,61625.55,64,64,0,0,0,0,0,311,0,0,Benign,None,Benign,0
2246,UE_5,tcp,309,-54.01,40.35,9.379,9.379,416,81,335,494284,5184,489100,64,1460,44.35,8.64,35.72,421609.13,64,64,262144,262144,0.0183,0.0092,0.0092,150,0,0,Benign,None,Benign,0
2028,UE_5,tcp,309,-52.89,39.97,9.445,9.445,860,88,772,1132752,5632,1127120,64,1460,91.05,9.32,81.74,959451.14,64,64,262144,262144,0.0149,0.0075,0.0075,314,1,0.05,Benign,None,Benign,0
4375,UE_9,tcp,409.2,-55.74,38.67,0.0034,0.0034,1,1,0,44,44,0,44,0,294.12,294.12,0,103529.41,56,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
1203,UE_3,udp,127.5,-42.19,50.91,4.459,4.459,119,62,57,21024,11129,9895,179.5,173.6,26.69,13.9,12.78,37719.67,64,64,0,0,0,0,0,153,1,0.05,Benign,None,Benign,0
1352,UE_3,udp,127.5,-41.73,51.49,1.849,1.849,216,108,108,37087,18857,18230,174.6,168.8,116.82,58.41,58.41,160462.95,64,64,0,0,0,0,0,387,0,0,Benign,None,Benign,0
2749,UE_6,tcp,321,-51.51,40.37,2.076,2.076,61,28,33,34360,11438,22922,408.5,694.6,29.38,13.49,15.9,132408.48,64,64,65535,65535,0.0403,0.0202,0.0202,399,0,0,Benign,None,Benign,0
2527,UE_6,tcp,321,-51.98,40.08,2.413,2.413,49,19,30,29356,9154,20202,481.8,673.4,20.31,7.87,12.43,97326.15,64,64,65535,65535,0.0344,0.0172,0.0172,434,0,0,Benign,None,Benign,0
4233,UE_9,tcp,409.2,-55.5,38.2,0.0035,0.0035,1,1,0,44,44,0,44,0,285.71,285.71,0,100571.43,49,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
4348,UE_9,tcp,409.2,-55.35,38.39,0.0036,0.0036,1,1,0,44,44,0,44,0,277.78,277.78,0,97777.78,48,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
4164,UE_9,tcp,409.2,-55.3,38.32,0.0043,0.0043,2,1,1,84,44,40,44,40,465.12,232.56,232.56,156279.07,47,55,1024,0,0.0106,0,0,0,0,0,SYNScan,Nmap,Malicious,1
4244,UE_9,tcp,409.2,-55.31,38.73,0.004,0.004,1,1,0,44,44,0,44,0,250,250,0,88000,46,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
3358,UE_7,tcp,413,-59.25,33.44,0.0244,0.0244,807,807,0,32280,32280,0,40,0,33073.77,33073.77,0,10583606.56,128,0,1024,0,0,0,0,0,807,100,SYNFlood,Hping3,Malicious,1
1755,UE_4,udp,116.4,-40.18,52.25,0.191,0.191,4,3,1,290,227,63,75.6,63,20.94,15.71,5.24,12146.6,64,64,0,0,0,0,0,130,1,0.05,Benign,None,Benign,0
563,UE_2,tcp,235.5,-51.8,40.13,4.289,4.289,306,62,244,302258,7335,294923,118.3,1208.7,71.35,14.46,56.89,563782.7,64,64,131072,131072,0.0216,0.0108,0.0108,415,1,0.05,Benign,None,Benign,0
4889,UE_10,tcp,440.7,-53.02,38.82,33.16,33.16,22,15,7,795,515,280,34.3,40,0.66,0.45,0.21,191.8,64,64,512,16384,0.1433,0.086,0.0573,128,0,0,SlowrateDoS,Slowloris,Malicious,1
3970,UE_8,udp,403.8,-52.26,39.62,0.291,0.291,1781,1781,0,993798,993798,0,558,0,6120.27,6120.27,0,27320907.22,64,0,0,0,0,0,0,0,1425,80,UDPFlood,Hping3,Malicious,1
86,UE_1,tcp,146.1,-44.59,46.81,3.136,3.136,39,10,29,34672,1731,32941,173.1,1135.9,12.44,3.19,9.25,88448.98,64,64,65535,65535,0.0156,0.0078,0.0078,188,1,0.05,Benign,None,Benign,0
80,UE_1,tcp,146.1,-43.86,48.75,2.096,2.096,44,11,33,29009,2533,26476,230.3,802.3,20.99,5.25,15.74,110721.37,64,64,65535,65535,0.025,0.0125,0.0125,327,0,0,Benign,None,Benign,0
3996,UE_8,udp,403.8,-52.36,39.83,0.14,0.14,1845,1845,0,1244084,1244084,0,674.3,0,13178.57,13178.57,0,71090514.29,64,0,0,0,0,0,0,0,1476,80,UDPFlood,Hping3,Malicious,1
4192,UE_9,tcp,409.2,-54.38,38.3,0.0012,0.0012,1,1,0,44,44,0,44,0,833.33,833.33,0,293333.33,58,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
2489,UE_5,tcp,309,-51.95,40,9.887,9.887,563,48,515,754972,3072,751900,64,1460,56.94,4.85,52.09,610880.55,64,64,262144,262144,0.0256,0.0128,0.0128,220,0,0,Benign,None,Benign,0
1887,UE_4,udp,116.4,-40.05,52.66,0.098,0.098,3,2,1,247,190,57,95.1,57.2,30.61,20.41,10.2,20163.27,64,64,0,0,0,0,0,301,0,0,Benign,None,Benign,0
2543,UE_6,tcp,321,-51.16,40.37,1.54,1.54,60,23,37,31234,11406,19828,495.9,535.9,38.96,14.94,24.03,162254.55,64,64,65535,65535,0.0434,0.0217,0.0217,278,1,0.05,Benign,None,Benign,0
2831,UE_6,tcp,321,-50.64,39.35,1.019,1.019,49,25,24,23557,10523,13034,420.9,543.1,48.09,24.53,23.55,184942.1,64,64,65535,65535,0.0201,0.0101,0.0101,408,0,0,Benign,None,Benign,0
4007,UE_9,tcp,409.2,-56.12,38.88,0.0035,0.0035,1,1,0,44,44,0,44,0,285.71,285.71,0,100571.43,46,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
952,UE_2,tcp,235.5,-52.94,40.17,3.156,3.156,470,36,434,545237,4039,541198,112.2,1247,148.92,11.41,137.52,1382096.32,64,64,131072,131072,0.0181,0.0091,0.0091,233,0,0,Benign,None,Benign,0
984,UE_2,tcp,235.5,-53.45,40.3,6.467,6.467,343,76,267,329076,8649,320427,113.8,1200.1,53.04,11.75,41.29,407083.35,64,64,131072,131072,0.0134,0.0067,0.0067,271,0,0,Benign,None,Benign,0
1447,UE_3,udp,127.5,-41.48,51.02,2.484,2.484,209,106,103,35395,18688,16707,176.3,162.2,84.14,42.67,41.47,113993.56,64,64,0,0,0,0,0,244,1,0.05,Benign,None,Benign,0
3579,UE_8,udp,403.8,-52.31,41.05,0.25,0.25,1365,1365,0,1370460,1370460,0,1004,0,5460,5460,0,43854720,64,0,0,0,0,0,0,0,1092,80,UDPFlood,Hping3,Malicious,1
3980,UE_8,udp,403.8,-52.24,40.63,0.393,0.393,2044,2044,0,1441429,1441429,0,705.2,0,5201.02,5201.02,0,29342066.16,64,0,0,0,0,0,0,0,1635,80,UDPFlood,Hping3,Malicious,1
1322,UE_3,udp,127.5,-41.74,50.89,1.312,1.312,102,53,49,17275,9254,8021,174.6,163.7,77.74,40.4,37.35,105335.37,64,64,0,0,0,0,0,506,1,0.05,Benign,None,Benign,0
2388,UE_5,tcp,309,-52.68,39.17,12.224,12.224,854,83,771,1130972,5312,1125660,64,1460,69.86,6.79,63.07,740164.92,64,64,262144,262144,0.0133,0.0067,0.0067,442,0,0,Benign,None,Benign,0
2650,UE_6,tcp,321,-51.46,40.35,1.202,1.202,61,23,38,33383,8561,24822,372.2,653.2,50.75,19.13,31.61,222183.03,64,64,65535,65535,0.0379,0.019,0.019,463,0,0,Benign,None,Benign,0
4131,UE_9,tcp,409.2,-56.47,38.36,0.0017,0.0017,1,1,0,44,44,0,44,0,588.24,588.24,0,207058.82,54,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
3766,UE_8,udp,403.8,-52.75,40.03,0.579,0.579,1224,1224,0,655819,655819,0,535.8,0,2113.99,2113.99,0,9061402.42,64,0,0,0,0,0,0,0,979,80,UDPFlood,Hping3,Malicious,1
4128,UE_9,tcp,409.2,-55.11,38.89,0.0059,0.0059,2,1,1,84,44,40,44,40,338.98,169.49,169.49,113898.31,58,55,1024,0,0.0075,0,0,0,0,0,SYNScan,Nmap,Malicious,1
4529,UE_10,tcp,440.7,-54.66,39.54,57.91,57.91,19,12,7,590,310,280,25.8,40,0.33,0.21,0.12,81.51,64,64,512,16384,0.1029,0.0617,0.0412,128,0,0,SlowrateDoS,Slowloris,Malicious,1
3584,UE_8,udp,403.8,-51.86,41.22,0.494,0.494,806,806,0,509150,509150,0,631.7,0,1631.58,1631.58,0,8245344.13,64,0,0,0,0,0,0,0,645,80,UDPFlood,Hping3,Malicious,1
626,UE_2,tcp,235.5,-52.62,40.91,8.47,8.47,355,48,307,395047,5126,389921,106.8,1270.1,41.91,5.67,36.25,373125.86,64,64,131072,131072,0.0156,0.0078,0.0078,269,0,0,Benign,None,Benign,0
1555,UE_4,udp,116.4,-40.86,51.8,0.184,0.184,3,2,1,188,136,52,67.8,51.9,16.3,10.87,5.43,8173.91,64,64,0,0,0,0,0,157,0,0,Benign,None,Benign,0
2971,UE_6,tcp,321,-50.99,40.06,1.214,1.214,84,40,44,40311,16916,23395,422.9,531.7,69.19,32.95,36.24,265640.86,64,64,65535,65535,0.0207,0.0104,0.0104,349,0,0,Benign,None,Benign,0
2748,UE_6,tcp,321,-52.21,39.75,2.166,2.166,60,29,31,23583,9819,13764,338.6,444,27.7,13.39,14.31,87102.49,64,64,65535,65535,0.0398,0.0199,0.0199,409,1,0.05,Benign,None,Benign,0
1549,UE_4,udp,116.4,-41.52,52.41,0.111,0.111,4,3,1,285,227,58,75.7,58.3,36.04,27.03,9.01,20540.54,64,64,0,0,0,0,0,166,1,0.05,Benign,None,Benign,0
1050,UE_3,udp,127.5,-41.83,51.2,4.699,4.699,242,121,121,42484,21006,21478,173.6,177.5,51.5,25.75,25.75,72328.58,64,64,0,0,0,0,0,366,0,0,Benign,None,Benign,0
723,UE_2,tcp,235.5,-52.87,40.09,6.033,6.033,292,57,235,340185,6720,333465,117.9,1419,48.4,9.45,38.95,451098.96,64,64,131072,131072,0.0244,0.0122,0.0122,367,0,0,Benign,None,Benign,0
303,UE_1,tcp,146.1,-45.51,48.6,2.896,2.896,72,26,46,41744,4594,37150,176.7,807.6,24.86,8.98,15.88,115314.92,64,64,65535,65535,0.044,0.022,0.022,242,0,0,Benign,None,Benign,0
2018,UE_5,tcp,309,-53.26,39.23,12.97,12.97,437,50,387,568220,3200,565020,64,1460,33.69,3.86,29.84,350482.65,64,64,262144,262144,0.0257,0.0129,0.0129,176,0,0,Benign,None,Benign,0
3541,UE_8,udp,403.8,-51.74,40.78,0.335,0.335,1937,1937,0,1203846,1203846,0,621.5,0,5782.09,5782.09,0,28748561.19,64,0,0,0,0,0,0,0,1550,80,UDPFlood,Hping3,Malicious,1
3448,UE_7,tcp,413,-60.04,34.26,0.0162,0.0162,265,265,0,10600,10600,0,40,0,16358.02,16358.02,0,5234567.9,128,0,1024,0,0,0,0,0,265,100,SYNFlood,Hping3,Malicious,1
4202,UE_9,tcp,409.2,-55.65,37.27,0.0045,0.0045,2,1,1,84,44,40,44,40,444.44,222.22,222.22,149333.33,57,55,1024,0,0.0133,0,0,0,0,0,SYNScan,Nmap,Malicious,1
2364,UE_5,tcp,309,-53.45,39.24,11.015,11.015,635,54,581,851716,3456,848260,64,1460,57.65,4.9,52.75,618586.29,64,64,262144,262144,0.0257,0.0129,0.0129,470,0,0,Benign,None,Benign,0
4934,UE_10,tcp,440.7,-54.58,38.68,58.65,58.65,24,16,8,915,595,320,37.2,40,0.41,0.27,0.14,124.81,64,64,512,16384,0.1875,0.1125,0.075,128,0,0,SlowrateDoS,Slowloris,Malicious,1
2871,UE_6,tcp,321,-52.08,39.53,1.616,1.616,78,35,43,34935,14648,20287,418.5,471.8,48.27,21.66,26.61,172945.54,64,64,65535,65535,0.02,0.01,0.01,429,0,0,Benign,None,Benign,0
2801,UE_6,tcp,321,-51.39,40.52,1.217,1.217,45,20,25,19508,9050,10458,452.5,418.3,36.98,16.43,20.54,128236.65,64,64,65535,65535,0.0449,0.0225,0.0225,281,0,0,Benign,None,Benign,0
2668,UE_6,tcp,321,-51.84,39.75,1.057,1.057,60,31,29,27776,13398,14378,432.2,495.8,56.76,29.33,27.44,210225.17,64,64,65535,65535,0.0308,0.0154,0.0154,285,0,0,Benign,None,Benign,0
2820,UE_6,tcp,321,-50.68,39.65,1.32,1.32,48,23,25,24612,7802,16810,339.2,672.4,36.36,17.42,18.94,149163.64,64,64,65535,65535,0.0433,0.0217,0.0217,486,1,0.05,Benign,None,Benign,0
4626,UE_10,tcp,440.7,-54.56,39.6,30.5,30.5,26,18,8,1035,715,320,39.7,40,0.85,0.59,0.26,271.48,64,64,512,16384,0.1435,0.0861,0.0574,128,0,0,SlowrateDoS,Slowloris,Malicious,1
3267,UE_7,tcp,413,-59.92,33.74,0.0638,0.0638,799,799,0,31960,31960,0,40,0,12523.51,12523.51,0,4007523.51,128,0,1024,0,0,0,0,0,799,100,SYNFlood,Hping3,Malicious,1
3557,UE_8,udp,403.8,-52.57,41.18,0.32,0.32,1092,1092,0,753917,753917,0,690.4,0,3412.5,3412.5,0,18847925,64,0,0,0,0,0,0,0,874,80,UDPFlood,Hping3,Malicious,1
959,UE_2,tcp,235.5,-52.42,40.48,3.994,3.994,347,41,306,446587,4203,442384,102.5,1445.7,86.88,10.27,76.61,894515.77,64,64,131072,131072,0.0139,0.007,0.007,238,0,0,Benign,None,Benign,0
3697,UE_8,udp,403.8,-52.26,40.43,0.337,0.337,536,536,0,288582,288582,0,538.4,0,1590.5,1590.5,0,6850611.28,64,0,0,0,0,0,0,0,429,80,UDPFlood,Hping3,Malicious,1
978,UE_2,tcp,235.5,-51.31,41.72,7.682,7.682,307,35,272,356390,3987,352403,113.9,1295.6,39.96,4.56,35.41,371142.93,64,64,131072,131072,0.0218,0.0109,0.0109,509,0,0,Benign,None,Benign,0
891,UE_2,tcp,235.5,-52.41,41.31,6.571,6.571,218,33,185,238657,3429,235228,103.9,1271.5,33.18,5.02,28.15,290557.91,64,64,131072,131072,0.0116,0.0058,0.0058,355,1,0.05,Benign,None,Benign,0
3140,UE_7,tcp,413,-59.49,33.7,0.0806,0.0806,978,978,0,39120,39120,0,40,0,12134,12134,0,3882878.41,128,0,1024,0,0,0,0,0,978,100,SYNFlood,Hping3,Malicious,1
1644,UE_4,udp,116.4,-41.17,51.52,0.113,0.113,3,1,2,189,71,118,70.5,59,26.55,8.85,17.7,13380.53,64,64,0,0,0,0,0,140,0,0,Benign,None,Benign,0
3600,UE_8,udp,403.8,-52.67,40.65,0.222,0.222,1122,1122,0,905117,905117,0,806.7,0,5054.05,5054.05,0,32616828.83,64,0,0,0,0,0,0,0,898,80,UDPFlood,Hping3,Malicious,1
4278,UE_9,tcp,409.2,-55.85,38.38,0.0013,0.0013,1,1,0,44,44,0,44,0,769.23,769.23,0,270769.23,57,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
1889,UE_4,udp,116.4,-40.26,51.62,0.175,0.175,2,1,1,128,77,51,77.4,50.6,11.43,5.71,5.71,5851.43,64,64,0,0,0,0,0,144,0,0,Benign,None,Benign,0
4326,UE_9,tcp,409.2,-54.56,38.27,0.0019,0.0019,1,1,0,44,44,0,44,0,526.32,526.32,0,185263.16,47,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
3757,UE_8,udp,403.8,-52.76,41.25,0.189,0.189,1570,1570,0,1377361,1377361,0,877.3,0,8306.88,8306.88,0,58300994.71,64,0,0,0,0,0,0,0,1256,80,UDPFlood,Hping3,Malicious,1
3439,UE_7,tcp,413,-59.57,34.48,0.0843,0.0843,340,340,0,13600,13600,0,40,0,4033.21,4033.21,0,1290628.71,128,0,1024,0,0,0,0,0,340,100,SYNFlood,Hping3,Malicious,1
2488,UE_5,tcp,309,-53.36,40.22,6.233,6.233,676,69,607,890636,4416,886220,64,1460,108.45,11.07,97.38,1143123.38,64,64,262144,262144,0.018,0.009,0.009,452,0,0,Benign,None,Benign,0
1348,UE_3,udp,127.5,-41.39,50.32,1.851,1.851,143,69,74,23609,11081,12528,160.6,169.3,77.26,37.28,39.98,102037.82,64,64,0,0,0,0,0,457,1,0.05,Benign,None,Benign,0
4219,UE_9,tcp,409.2,-55.09,38.94,0.0051,0.0051,1,1,0,44,44,0,44,0,196.08,196.08,0,69019.61,57,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
4751,UE_10,tcp,440.7,-54.26,39.51,51.31,51.31,27,17,10,1010,610,400,35.9,40,0.53,0.33,0.19,157.47,64,64,512,16384,0.1812,0.1087,0.0725,128,0,0,SlowrateDoS,Slowloris,Malicious,1
1539,UE_4,udp,116.4,-40.34,51.77,0.205,0.205,5,4,1,409,353,56,88.3,55.8,24.39,19.51,4.88,15960.98,64,64,0,0,0,0,0,155,1,0.05,Benign,None,Benign,0
4552,UE_10,tcp,440.7,-54.37,39.01,38.24,38.24,20,14,6,751,511,240,36.5,40,0.52,0.37,0.16,157.11,64,64,512,16384,0.1864,0.1118,0.0746,128,0,0,SlowrateDoS,Slowloris,Malicious,1
1283,UE_3,udp,127.5,-41.59,51.8,2.549,2.549,146,74,72,25542,13194,12348,178.3,171.5,57.28,29.03,28.25,80163.2,64,64,0,0,0,0,0,490,0,0,Benign,None,Benign,0
1338,UE_3,udp,127.5,-42.18,51.29,4.274,4.274,103,54,49,17177,9234,7943,171,162.1,24.1,12.63,11.46,32151.61,64,64,0,0,0,0,0,497,0,0,Benign,None,Benign,0
2135,UE_5,tcp,309,-53.44,40.85,6.914,6.914,457,69,388,570896,4416,566480,64,1460,66.1,9.98,56.12,660568.12,64,64,262144,262144,0.025,0.0125,0.0125,494,0,0,Benign,None,Benign,0
4563,UE_10,tcp,440.7,-54.25,39.37,45.03,45.03,20,14,6,692,452,240,32.3,40,0.44,0.31,0.13,122.94,64,64,512,16384,0.1523,0.0914,0.0609,128,0,0,SlowrateDoS,Slowloris,Malicious,1
2798,UE_6,tcp,321,-51.91,40.16,1.831,1.831,42,20,22,16125,6944,9181,347.2,417.3,22.94,10.92,12.02,70453.3,64,64,65535,65535,0.0355,0.0178,0.0178,266,0,0,Benign,None,Benign,0
2864,UE_6,tcp,321,-52.23,39.93,2.454,2.454,48,19,29,25632,8371,17261,440.6,595.2,19.56,7.74,11.82,83559.9,64,64,65535,65535,0.0223,0.0112,0.0112,174,0,0,Benign,None,Benign,0
4983,UE_10,tcp,440.7,-54.09,38.88,42.8,42.8,29,20,9,1074,714,360,35.7,40,0.68,0.47,0.21,200.75,64,64,512,16384,0.1979,0.1187,0.0792,128,0,0,SlowrateDoS,Slowloris,Malicious,1
2582,UE_6,tcp,321,-51.44,39.99,1.942,1.942,61,34,27,25659,13155,12504,386.9,463.1,31.41,17.51,13.9,105701.34,64,64,65535,65535,0.0419,0.021,0.021,199,0,0,Benign,None,Benign,0
375,UE_1,tcp,146.1,-44.56,47.82,3.704,3.704,55,12,43,39311,2357,36954,196.4,859.4,14.85,3.24,11.61,84904.97,64,64,65535,65535,0.0444,0.0222,0.0222,132,1,0.05,Benign,None,Benign,0
4815,UE_10,tcp,440.7,-53.8,39.86,31.99,31.99,31,19,12,1079,599,480,31.5,40,0.97,0.59,0.38,269.83,64,64,512,16384,0.1997,0.1198,0.0799,128,0,0,SlowrateDoS,Slowloris,Malicious,1
233,UE_1,tcp,146.1,-44.04,48.7,0.766,0.766,48,23,25,28753,3478,25275,151.2,1011,62.66,30.03,32.64,300292.43,64,64,65535,65535,0.0239,0.012,0.012,174,1,0.05,Benign,None,Benign,0
2350,UE_5,tcp,309,-52.31,39.5,10.467,10.467,456,91,365,538724,5824,532900,64,1460,43.57,8.69,34.87,411750.45,64,64,262144,262144,0.0242,0.0121,0.0121,316,0,0,Benign,None,Benign,0
1383,UE_3,udp,127.5,-41.35,51.32,2.41,2.41,205,105,100,35532,18722,16810,178.3,168.1,85.06,43.57,41.49,117948.55,64,64,0,0,0,0,0,459,1,0.05,Benign,None,Benign,0
1545,UE_4,udp,116.4,-40.06,52.86,0.238,0.238,4,3,1,290,230,60,76.8,60.1,16.81,12.61,4.2,9747.9,64,64,0,0,0,0,0,385,1,0.05,Benign,None,Benign,0
1428,UE_3,udp,127.5,-42.27,51.61,4.081,4.081,138,68,70,23722,11920,11802,175.3,168.6,33.82,16.66,17.15,46502.33,64,64,0,0,0,0,0,155,1,0.05,Benign,None,Benign,0
1605,UE_4,udp,116.4,-40.02,52.44,0.067,0.067,5,3,2,305,201,104,67,52.2,74.63,44.78,29.85,36417.91,64,64,0,0,0,0,0,331,0,0,Benign,None,Benign,0
4320,UE_9,tcp,409.2,-54.9,38.66,0.0053,0.0053,1,1,0,44,44,0,44,0,188.68,188.68,0,66415.09,52,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
3965,UE_8,udp,403.8,-51.97,39.94,0.533,0.533,1122,1122,0,625403,625403,0,557.4,0,2105.07,2105.07,0,9386911.82,64,0,0,0,0,0,0,0,898,80,UDPFlood,Hping3,Malicious,1
4036,UE_9,tcp,409.2,-54.6,38.22,0.0034,0.0034,1,1,0,44,44,0,44,0,294.12,294.12,0,103529.41,60,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
3644,UE_8,udp,403.8,-51.66,40.82,0.297,0.297,1801,1801,0,1624862,1624862,0,902.2,0,6063.97,6063.97,0,43767326.6,64,0,0,0,0,0,0,0,1441,80,UDPFlood,Hping3,Malicious,1
3786,UE_8,udp,403.8,-52.03,40.6,0.147,0.147,1122,1122,0,1017430,1017430,0,906.8,0,7632.65,7632.65,0,55370340.14,64,0,0,0,0,0,0,0,898,80,UDPFlood,Hping3,Malicious,1
53,UE_1,tcp,146.1,-44.04,48.37,3.186,3.186,74,23,51,67177,4646,62531,202,1226.1,23.23,7.22,16.01,168680.48,64,64,65535,65535,0.0316,0.0158,0.0158,265,0,0,Benign,None,Benign,0
1551,UE_4,udp,116.4,-40.38,51.29,0.193,0.193,4,3,1,289,235,54,78.3,53.7,20.73,15.54,5.18,11979.27,64,64,0,0,0,0,0,189,0,0,Benign,None,Benign,0
1147,UE_3,udp,127.5,-42.13,50.36,4.06,4.06,255,129,126,44513,22614,21899,175.3,173.8,62.81,31.77,31.03,87710.34,64,64,0,0,0,0,0,193,0,0,Benign,None,Benign,0
3184,UE_7,tcp,413,-59.91,34.46,0.074,0.074,533,533,0,21320,21320,0,40,0,7202.7,7202.7,0,2304864.86,128,0,1024,0,0,0,0,0,533,100,SYNFlood,Hping3,Malicious,1
3291,UE_7,tcp,413,-59.47,33.38,0.1091,0.1091,685,685,0,27400,27400,0,40,0,6278.64,6278.64,0,2009165.9,128,0,1024,0,0,0,0,0,685,100,SYNFlood,Hping3,Malicious,1
511,UE_2,tcp,235.5,-52.62,41.57,6.988,6.988,279,36,243,352193,3172,349021,88.1,1436.3,39.93,5.15,34.77,403197.48,64,64,131072,131072,0.0252,0.0126,0.0126,377,1,0.05,Benign,None,Benign,0
4765,UE_10,tcp,440.7,-53.72,38.88,37.59,37.59,24,13,11,938,498,440,38.3,40,0.64,0.35,0.29,199.63,64,64,512,16384,0.1227,0.0736,0.0491,128,0,0,SlowrateDoS,Slowloris,Malicious,1
1110,UE_3,udp,127.5,-42.23,51.35,4.588,4.588,247,126,121,43659,22327,21332,177.2,176.3,53.84,27.46,26.37,76127.29,64,64,0,0,0,0,0,488,0,0,Benign,None,Benign,0
2535,UE_6,tcp,321,-51.87,39.64,2.404,2.404,83,38,45,42233,18415,23818,484.6,529.3,34.53,15.81,18.72,140542.43,64,64,65535,65535,0.0446,0.0223,0.0223,265,1,0.05,Benign,None,Benign,0
636,UE_2,tcp,235.5,-51.92,40.88,9.526,9.526,288,32,256,337226,3658,333568,114.3,1303,30.23,3.36,26.87,283204.7,64,64,131072,131072,0.014,0.007,0.007,249,0,0,Benign,None,Benign,0
2677,UE_6,tcp,321,-51.76,39.76,1.089,1.089,40,18,22,19957,7897,12060,438.7,548.2,36.73,16.53,20.2,146607.9,64,64,65535,65535,0.0354,0.0177,0.0177,219,0,0,Benign,None,Benign,0
2638,UE_6,tcp,321,-50.51,40.18,1.687,1.687,88,40,48,48616,19576,29040,489.4,605,52.16,23.71,28.45,230544.16,64,64,65535,65535,0.0253,0.0127,0.0127,490,1,0.05,Benign,None,Benign,0
3205,UE_7,tcp,413,-60.5,33.78,0.017,0.017,674,674,0,26960,26960,0,40,0,39647.06,39647.06,0,12687058.82,128,0,1024,0,0,0,0,0,674,100,SYNFlood,Hping3,Malicious,1
1391,UE_3,udp,127.5,-42.18,51.31,5.696,5.696,133,68,65,22556,11519,11037,169.4,169.8,23.35,11.94,11.41,31679.78,64,64,0,0,0,0,0,221,0,0,Benign,None,Benign,0
3898,UE_8,udp,403.8,-51.26,40.74,0.227,0.227,2018,2018,0,1381926,1381926,0,684.8,0,8889.87,8889.87,0,48702237.89,64,0,0,0,0,0,0,0,1614,80,UDPFlood,Hping3,Malicious,1
804,UE_2,tcp,235.5,-52.12,41,3.528,3.528,378,52,326,480804,5855,474949,112.6,1456.9,107.14,14.74,92.4,1090258.5,64,64,131072,131072,0.0178,0.0089,0.0089,476,0,0,Benign,None,Benign,0
